Episode,Total Rewards
1,-172
2,18
3,6
4,-34
5,-64
6,-12
7,-101
8,-16
9,18
10,14
11,-14
12,18
13,0
14,12
15,12
16,18
17,18
18,14
19,-32
20,16
21,14
22,13
23,18
24,10
25,11
26,-1
27,14
28,-6
29,18
30,14
31,16
32,14
33,8
34,16
35,11
36,16
37,4
38,13
39,18
40,14
41,18
42,18
43,18
44,18
45,18
46,18
47,18
48,16
49,18
50,18
51,18
52,18
53,18
54,18
55,18
56,18
57,18
58,18
59,18
60,18
