Episode,Total Rewards
1,-126
2,-10
3,14
4,-38
5,-2
6,-22
7,-14
8,-12
9,-29
10,-10
11,8
12,8
13,3
14,-7
15,1
16,-2
17,8
18,3
19,-7
20,18
21,13
22,18
23,18
24,8
25,18
26,18
27,18
28,13
29,13
30,18
31,18
32,18
33,18
34,13
35,18
36,18
37,18
38,18
39,18
40,18
41,3
42,18
43,18
44,18
45,18
46,18
47,18
48,18
49,18
50,18
51,18
52,18
53,18
54,18
55,18
56,18
57,18
58,18
59,18
60,18
